ensembl_gene_id	biomarkerset	external_gene_name	description
ENSG00000171611	PMBCLvsCtrl	PTCRA	pre T cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290]
ENSG00000171634	PMBCLvsCtrl	BPTF	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]
ENSG00000171681	PMBCLvsCtrl	ATF7IP	activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:HGNC:20092]
ENSG00000171827	PMBCLvsCtrl	ZNF570	zinc finger protein 570 [Source:HGNC Symbol;Acc:HGNC:26416]
ENSG00000172375	PMBCLvsCtrl	C2CD2L	C2CD2 like [Source:HGNC Symbol;Acc:HGNC:29000]
ENSG00000172432	PMBCLvsCtrl	GTPBP2	GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4670]
ENSG00000172456	PMBCLvsCtrl	FGGY	FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610]
ENSG00000172530	PMBCLvsCtrl	BANP	BTG3 associated nuclear protein [Source:HGNC Symbol;Acc:HGNC:13450]
ENSG00000172578	PMBCLvsCtrl	KLHL6	kelch like family member 6 [Source:HGNC Symbol;Acc:HGNC:18653]
ENSG00000172732	PMBCLvsCtrl	MUS81	MUS81 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:29814]
ENSG00000172775	PMBCLvsCtrl	FAM192A	family with sequence similarity 192 member A [Source:HGNC Symbol;Acc:HGNC:29856]
ENSG00000172819	PMBCLvsCtrl	RARG	retinoic acid receptor gamma [Source:HGNC Symbol;Acc:HGNC:9866]
ENSG00000172889	PMBCLvsCtrl	EGFL7	EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594]
ENSG00000172936	PMBCLvsCtrl	MYD88	myeloid differentiation primary response 88 [Source:HGNC Symbol;Acc:HGNC:7562]
ENSG00000173064	PMBCLvsCtrl	HECTD4	HECT domain E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:26611]
ENSG00000173166	PMBCLvsCtrl	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
ENSG00000173230	PMBCLvsCtrl	GOLGB1	golgin B1 [Source:HGNC Symbol;Acc:HGNC:4429]
ENSG00000173473	PMBCLvsCtrl	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]
ENSG00000173757	PMBCLvsCtrl	STAT5B	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]
ENSG00000173805	PMBCLvsCtrl	HAP1	huntingtin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4812]
ENSG00000173889	PMBCLvsCtrl	PHC3	polyhomeotic homolog 3 [Source:HGNC Symbol;Acc:HGNC:15682]
ENSG00000173992	PMBCLvsCtrl	CCS	copper chaperone for superoxide dismutase [Source:HGNC Symbol;Acc:HGNC:1613]
ENSG00000174197	PMBCLvsCtrl	MGA	MGA, MAX dimerization protein [Source:HGNC Symbol;Acc:HGNC:14010]
ENSG00000174227	PMBCLvsCtrl	PIGG	phosphatidylinositol glycan anchor biosynthesis class G [Source:HGNC Symbol;Acc:HGNC:25985]
ENSG00000174233	PMBCLvsCtrl	ADCY6	adenylate cyclase 6 [Source:HGNC Symbol;Acc:HGNC:237]
ENSG00000174485	PMBCLvsCtrl	DENND4A	DENN domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]
ENSG00000174748	PMBCLvsCtrl	RPL15	ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]
ENSG00000174837	PMBCLvsCtrl	ADGRE1	adhesion G protein-coupled receptor E1 [Source:HGNC Symbol;Acc:HGNC:3336]
ENSG00000174891	PMBCLvsCtrl	RSRC1	arginine and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24152]
ENSG00000174903	PMBCLvsCtrl	RAB1B	RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]
ENSG00000175216	PMBCLvsCtrl	CKAP5	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]
ENSG00000175931	PMBCLvsCtrl	UBE2O	ubiquitin conjugating enzyme E2 O [Source:HGNC Symbol;Acc:HGNC:29554]
ENSG00000176463	PMBCLvsCtrl	SLCO3A1	solute carrier organic anion transporter family member 3A1 [Source:HGNC Symbol;Acc:HGNC:10952]
ENSG00000177105	PMBCLvsCtrl	RHOG	ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]
ENSG00000177189	PMBCLvsCtrl	RPS6KA3	ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]
ENSG00000177200	PMBCLvsCtrl	CHD9	chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]
ENSG00000177565	PMBCLvsCtrl	TBL1XR1	transducin beta like 1 X-linked receptor 1 [Source:HGNC Symbol;Acc:HGNC:29529]
ENSG00000177575	PMBCLvsCtrl	CD163	CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]
ENSG00000177731	PMBCLvsCtrl	FLII	FLII, actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750]
ENSG00000177732	PMBCLvsCtrl	SOX12	SRY-box 12 [Source:HGNC Symbol;Acc:HGNC:11198]
ENSG00000178607	PMBCLvsCtrl	ERN1	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]
ENSG00000178691	PMBCLvsCtrl	SUZ12	SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101]
ENSG00000178852	PMBCLvsCtrl	EFCAB13	EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864]
ENSG00000178922	PMBCLvsCtrl	HYI	hydroxypyruvate isomerase (putative) [Source:HGNC Symbol;Acc:HGNC:26948]
ENSG00000178971	PMBCLvsCtrl	CTC1	CST telomere replication complex component 1 [Source:HGNC Symbol;Acc:HGNC:26169]
ENSG00000179134	PMBCLvsCtrl	SAMD4B	sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492]
ENSG00000179295	PMBCLvsCtrl	PTPN11	protein tyrosine phosphatase, non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]
ENSG00000179364	PMBCLvsCtrl	PACS2	phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:23794]
ENSG00000180370	PMBCLvsCtrl	PAK2	p21 (RAC1) activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]
ENSG00000180448	PMBCLvsCtrl	ARHGAP45	Rho GTPase activating protein 45 [Source:HGNC Symbol;Acc:HGNC:17102]
ENSG00000180488	PMBCLvsCtrl	MIGA1	mitoguardin 1 [Source:HGNC Symbol;Acc:HGNC:24741]
ENSG00000180592	PMBCLvsCtrl	SKIDA1	SKI/DACH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32697]
ENSG00000180628	PMBCLvsCtrl	PCGF5	polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]
ENSG00000180776	PMBCLvsCtrl	ZDHHC20	zinc finger DHHC-type containing 20 [Source:HGNC Symbol;Acc:HGNC:20749]
ENSG00000180879	PMBCLvsCtrl	SSR4	signal sequence receptor subunit 4 [Source:HGNC Symbol;Acc:HGNC:11326]
ENSG00000181163	PMBCLvsCtrl	NPM1	nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]
ENSG00000181409	PMBCLvsCtrl	AATK	apoptosis associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:21]
ENSG00000181555	PMBCLvsCtrl	SETD2	SET domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18420]
ENSG00000181666	PMBCLvsCtrl	HKR1	HKR1, GLI-Kruppel zinc finger family member [Source:HGNC Symbol;Acc:HGNC:4928]
ENSG00000182179	PMBCLvsCtrl	UBA7	ubiquitin like modifier activating enzyme 7 [Source:HGNC Symbol;Acc:HGNC:12471]
ENSG00000182287	PMBCLvsCtrl	AP1S2	adaptor related protein complex 1 sigma 2 subunit [Source:HGNC Symbol;Acc:HGNC:560]
ENSG00000182670	PMBCLvsCtrl	TTC3	tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]
ENSG00000182934	PMBCLvsCtrl	SRPRA	SRP receptor alpha subunit [Source:HGNC Symbol;Acc:HGNC:11307]
ENSG00000183576	PMBCLvsCtrl	SETD3	SET domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20493]
ENSG00000183597	PMBCLvsCtrl	TANGO2	transport and golgi organization 2 homolog [Source:HGNC Symbol;Acc:HGNC:25439]
ENSG00000183762	PMBCLvsCtrl	KREMEN1	kringle containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:17550]
ENSG00000183914	PMBCLvsCtrl	DNAH2	dynein axonemal heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:2948]
ENSG00000183963	PMBCLvsCtrl	SMTN	smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]
ENSG00000184009	PMBCLvsCtrl	ACTG1	actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
ENSG00000184076	PMBCLvsCtrl	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X [Source:HGNC Symbol;Acc:HGNC:30863]
ENSG00000184584	PMBCLvsCtrl	TMEM173	transmembrane protein 173 [Source:HGNC Symbol;Acc:HGNC:27962]
ENSG00000184743	PMBCLvsCtrl	ATL3	atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]
ENSG00000184840	PMBCLvsCtrl	TMED9	transmembrane p24 trafficking protein 9 [Source:HGNC Symbol;Acc:HGNC:24878]
ENSG00000184863	PMBCLvsCtrl	RBM33	RNA binding motif protein 33 [Source:HGNC Symbol;Acc:HGNC:27223]
ENSG00000184887	PMBCLvsCtrl	BTBD6	BTB domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19897]
ENSG00000185340	PMBCLvsCtrl	GAS2L1	growth arrest specific 2 like 1 [Source:HGNC Symbol;Acc:HGNC:16955]
ENSG00000185504	PMBCLvsCtrl	FAAP100	Fanconi anemia core complex associated protein 100 [Source:HGNC Symbol;Acc:HGNC:26171]
ENSG00000185650	PMBCLvsCtrl	ZFP36L1	ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]
ENSG00000185651	PMBCLvsCtrl	UBE2L3	ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]
ENSG00000185658	PMBCLvsCtrl	BRWD1	bromodomain and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:12760]
ENSG00000185787	PMBCLvsCtrl	MORF4L1	mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]
ENSG00000185862	PMBCLvsCtrl	EVI2B	ecotropic viral integration site 2B [Source:HGNC Symbol;Acc:HGNC:3500]
ENSG00000185885	PMBCLvsCtrl	IFITM1	interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]
ENSG00000185947	PMBCLvsCtrl	ZNF267	zinc finger protein 267 [Source:HGNC Symbol;Acc:HGNC:13060]
ENSG00000185989	PMBCLvsCtrl	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]
ENSG00000186001	PMBCLvsCtrl	LRCH3	leucine rich repeats and calponin homology domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637]
ENSG00000186340	PMBCLvsCtrl	THBS2	thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]
ENSG00000186431	PMBCLvsCtrl	FCAR	Fc fragment of IgA receptor [Source:HGNC Symbol;Acc:HGNC:3608]
ENSG00000186468	PMBCLvsCtrl	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]
ENSG00000186716	PMBCLvsCtrl	BCR	BCR, RhoGEF and GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:1014]
ENSG00000186812	PMBCLvsCtrl	ZNF397	zinc finger protein 397 [Source:HGNC Symbol;Acc:HGNC:18818]
ENSG00000186815	PMBCLvsCtrl	TPCN1	two pore segment channel 1 [Source:HGNC Symbol;Acc:HGNC:18182]
ENSG00000187109	PMBCLvsCtrl	NAP1L1	nucleosome assembly protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:7637]
ENSG00000187257	PMBCLvsCtrl	RSBN1L	round spermatid basic protein 1 like [Source:HGNC Symbol;Acc:HGNC:24765]
ENSG00000187514	PMBCLvsCtrl	PTMA	prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]
ENSG00000187537	PMBCLvsCtrl	POTEG	POTE ankyrin domain family member G [Source:HGNC Symbol;Acc:HGNC:33896]
ENSG00000188177	PMBCLvsCtrl	ZC3H6	zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:HGNC:24762]
ENSG00000188305	PMBCLvsCtrl	PEAK3	PEAK family member 3 [Source:HGNC Symbol;Acc:HGNC:24793]
ENSG00000188612	PMBCLvsCtrl	SUMO2	small ubiquitin-like modifier 2 [Source:HGNC Symbol;Acc:HGNC:11125]
ENSG00000188677	PMBCLvsCtrl	PARVB	parvin beta [Source:HGNC Symbol;Acc:HGNC:14653]
ENSG00000188786	PMBCLvsCtrl	MTF1	metal regulatory transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7428]
ENSG00000189339	PMBCLvsCtrl	SLC35E2B	solute carrier family 35 member E2B [Source:HGNC Symbol;Acc:HGNC:33941]
ENSG00000196182	PMBCLvsCtrl	STK40	serine/threonine kinase 40 [Source:HGNC Symbol;Acc:HGNC:21373]
ENSG00000196187	PMBCLvsCtrl	TMEM63A	transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118]
ENSG00000196476	PMBCLvsCtrl	C20orf96	chromosome 20 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:16227]
ENSG00000196510	PMBCLvsCtrl	ANAPC7	anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380]
ENSG00000196531	PMBCLvsCtrl	NACA	nascent polypeptide-associated complex alpha subunit [Source:HGNC Symbol;Acc:HGNC:7629]
ENSG00000196544	PMBCLvsCtrl	BORCS6	BLOC-1 related complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25939]
ENSG00000196604	PMBCLvsCtrl	POTEF	POTE ankyrin domain family member F [Source:HGNC Symbol;Acc:HGNC:33905]
ENSG00000196792	PMBCLvsCtrl	STRN3	striatin 3 [Source:HGNC Symbol;Acc:HGNC:15720]
ENSG00000196843	PMBCLvsCtrl	ARID5A	AT-rich interaction domain 5A [Source:HGNC Symbol;Acc:HGNC:17361]
ENSG00000196923	PMBCLvsCtrl	PDLIM7	PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]
ENSG00000196924	PMBCLvsCtrl	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]
ENSG00000196943	PMBCLvsCtrl	NOP9	NOP9 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:19826]
ENSG00000197063	PMBCLvsCtrl	MAFG	MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]
ENSG00000197070	PMBCLvsCtrl	ARRDC1	arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]
ENSG00000197122	PMBCLvsCtrl	SRC	SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]
ENSG00000197226	PMBCLvsCtrl	TBC1D9B	TBC1 domain family member 9B [Source:HGNC Symbol;Acc:HGNC:29097]
ENSG00000197321	PMBCLvsCtrl	SVIL	supervillin [Source:HGNC Symbol;Acc:HGNC:11480]
ENSG00000197323	PMBCLvsCtrl	TRIM33	tripartite motif containing 33 [Source:HGNC Symbol;Acc:HGNC:16290]
ENSG00000197471	PMBCLvsCtrl	SPN	sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]
ENSG00000197603	PMBCLvsCtrl	C5orf42	chromosome 5 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:25801]
ENSG00000197756	PMBCLvsCtrl	RPL37A	ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348]
ENSG00000197771	PMBCLvsCtrl	MCMBP	minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782]
ENSG00000197852	PMBCLvsCtrl	FAM212B	family with sequence similarity 212 member B [Source:HGNC Symbol;Acc:HGNC:28045]
ENSG00000197879	PMBCLvsCtrl	MYO1C	myosin IC [Source:HGNC Symbol;Acc:HGNC:7597]
ENSG00000198026	PMBCLvsCtrl	ZNF335	zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]
ENSG00000198087	PMBCLvsCtrl	CD2AP	CD2 associated protein [Source:HGNC Symbol;Acc:HGNC:14258]
ENSG00000198160	PMBCLvsCtrl	MIER1	MIER1 transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29657]
ENSG00000198162	PMBCLvsCtrl	MAN1A2	mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]
ENSG00000198168	PMBCLvsCtrl	SVIP	small VCP interacting protein [Source:HGNC Symbol;Acc:HGNC:25238]
ENSG00000198258	PMBCLvsCtrl	UBL5	ubiquitin like 5 [Source:HGNC Symbol;Acc:HGNC:13736]
ENSG00000198265	PMBCLvsCtrl	HELZ	helicase with zinc finger [Source:HGNC Symbol;Acc:HGNC:16878]
ENSG00000198355	PMBCLvsCtrl	PIM3	Pim-3 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:19310]
ENSG00000198380	PMBCLvsCtrl	GFPT1	glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4241]
ENSG00000198408	PMBCLvsCtrl	MGEA5	meningioma expressed antigen 5 (hyaluronidase) [Source:HGNC Symbol;Acc:HGNC:7056]
ENSG00000198538	PMBCLvsCtrl	ZNF28	zinc finger protein 28 [Source:HGNC Symbol;Acc:HGNC:13073]
ENSG00000198604	PMBCLvsCtrl	BAZ1A	bromodomain adjacent to zinc finger domain 1A [Source:HGNC Symbol;Acc:HGNC:960]
ENSG00000198648	PMBCLvsCtrl	STK39	serine/threonine kinase 39 [Source:HGNC Symbol;Acc:HGNC:17717]
ENSG00000198668	PMBCLvsCtrl	CALM1	calmodulin 1 [Source:HGNC Symbol;Acc:HGNC:1442]
ENSG00000198740	PMBCLvsCtrl	ZNF652	zinc finger protein 652 [Source:HGNC Symbol;Acc:HGNC:29147]
ENSG00000198755	PMBCLvsCtrl	RPL10A	ribosomal protein L10a [Source:HGNC Symbol;Acc:HGNC:10299]
ENSG00000198771	PMBCLvsCtrl	RCSD1	RCSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28310]
ENSG00000198792	PMBCLvsCtrl	TMEM184B	transmembrane protein 184B [Source:HGNC Symbol;Acc:HGNC:1310]
ENSG00000198830	PMBCLvsCtrl	HMGN2	high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]
ENSG00000198839	PMBCLvsCtrl	ZNF277	zinc finger protein 277 [Source:HGNC Symbol;Acc:HGNC:13070]
ENSG00000198858	PMBCLvsCtrl	R3HDM4	R3H domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28270]
ENSG00000198873	PMBCLvsCtrl	GRK5	G protein-coupled receptor kinase 5 [Source:HGNC Symbol;Acc:HGNC:4544]
ENSG00000198900	PMBCLvsCtrl	TOP1	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]
ENSG00000198911	PMBCLvsCtrl	SREBF2	sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]
ENSG00000198933	PMBCLvsCtrl	TBKBP1	TBK1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:30140]
ENSG00000198961	PMBCLvsCtrl	PJA2	praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481]
ENSG00000198964	PMBCLvsCtrl	SGMS1	sphingomyelin synthase 1 [Source:HGNC Symbol;Acc:HGNC:29799]
ENSG00000203485	PMBCLvsCtrl	INF2	inverted formin, FH2 and WH2 domain containing [Source:HGNC Symbol;Acc:HGNC:23791]
ENSG00000203710	PMBCLvsCtrl	CR1	complement C3b/C4b receptor 1 (Knops blood group) [Source:HGNC Symbol;Acc:HGNC:2334]
ENSG00000203812	PMBCLvsCtrl	HIST2H2AA3	histone cluster 2 H2A family member a3 [Source:HGNC Symbol;Acc:HGNC:4736]
ENSG00000204116	PMBCLvsCtrl	CHIC1	cysteine rich hydrophobic domain 1 [Source:HGNC Symbol;Acc:HGNC:1934]
ENSG00000204310	PMBCLvsCtrl	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]
ENSG00000204397	PMBCLvsCtrl	CARD16	caspase recruitment domain family member 16 [Source:HGNC Symbol;Acc:HGNC:33701]
ENSG00000204936	PMBCLvsCtrl	CD177	CD177 molecule [Source:HGNC Symbol;Acc:HGNC:30072]
ENSG00000205339	PMBCLvsCtrl	IPO7	importin 7 [Source:HGNC Symbol;Acc:HGNC:9852]
ENSG00000212719	PMBCLvsCtrl	C17orf51	chromosome 17 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:27904]
ENSG00000213064	PMBCLvsCtrl	SFT2D2	SFT2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25140]
ENSG00000213079	PMBCLvsCtrl	SCAF8	SR-related CTD associated factor 8 [Source:HGNC Symbol;Acc:HGNC:20959]
ENSG00000213639	PMBCLvsCtrl	PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
ENSG00000213672	PMBCLvsCtrl	NCKIPSD	NCK interacting protein with SH3 domain [Source:HGNC Symbol;Acc:HGNC:15486]
ENSG00000214046	PMBCLvsCtrl	SMIM7	small integral membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:28419]
ENSG00000214944	PMBCLvsCtrl	ARHGEF28	Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322]
ENSG00000216937	PMBCLvsCtrl	CCDC7	coiled-coil domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26533]
ENSG00000232112	PMBCLvsCtrl	TMA7	translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932]
ENSG00000232196	PMBCLvsCtrl	MTRNR2L4	MT-RNR2-like 4 [Source:HGNC Symbol;Acc:HGNC:37161]
ENSG00000234545	PMBCLvsCtrl	FAM133B	family with sequence similarity 133 member B [Source:HGNC Symbol;Acc:HGNC:28629]
ENSG00000241258	PMBCLvsCtrl	CRCP	CGRP receptor component [Source:HGNC Symbol;Acc:HGNC:17888]
ENSG00000241553	PMBCLvsCtrl	ARPC4	actin related protein 2/3 complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:707]
ENSG00000242802	PMBCLvsCtrl	AP5Z1	adaptor related protein complex 5 zeta 1 subunit [Source:HGNC Symbol;Acc:HGNC:22197]
ENSG00000244754	PMBCLvsCtrl	N4BP2L2	NEDD4 binding protein 2 like 2 [Source:HGNC Symbol;Acc:HGNC:26916]
ENSG00000247596	PMBCLvsCtrl	TWF2	twinfilin actin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9621]
ENSG00000249860	PMBCLvsCtrl	MTRNR2L5	MT-RNR2-like 5 [Source:HGNC Symbol;Acc:HGNC:37162]
ENSG00000253719	PMBCLvsCtrl	ATXN7L3B	ataxin 7 like 3B [Source:HGNC Symbol;Acc:HGNC:37931]
ENSG00000254999	PMBCLvsCtrl	BRK1	BRICK1, SCAR/WAVE actin nucleating complex subunit [Source:HGNC Symbol;Acc:HGNC:23057]
ENSG00000255302	PMBCLvsCtrl	EID1	EP300 interacting inhibitor of differentiation 1 [Source:HGNC Symbol;Acc:HGNC:1191]
ENSG00000256045	PMBCLvsCtrl	MTRNR2L10	MT-RNR2-like 10 [Source:HGNC Symbol;Acc:HGNC:37167]
ENSG00000256222	PMBCLvsCtrl	MTRNR2L3	MT-RNR2-like 3 [Source:HGNC Symbol;Acc:HGNC:37157]
ENSG00000256618	PMBCLvsCtrl	MTRNR2L1	MT-RNR2-like 1 [Source:HGNC Symbol;Acc:HGNC:37155]
ENSG00000256892	PMBCLvsCtrl	MTRNR2L7	MT-RNR2-like 7 [Source:HGNC Symbol;Acc:HGNC:37164]
ENSG00000257923	PMBCLvsCtrl	CUX1	cut like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2557]
ENSG00000263001	PMBCLvsCtrl	GTF2I	general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]
ENSG00000269028	PMBCLvsCtrl	MTRNR2L12	MT-RNR2-like 12 [Source:HGNC Symbol;Acc:HGNC:37169]
ENSG00000270188	PMBCLvsCtrl	MTRNR2L11	MT-RNR2-like 11 [Source:HGNC Symbol;Acc:HGNC:37168]
ENSG00000270394	PMBCLvsCtrl	MTRNR2L13	MT-RNR2-like 13 [Source:HGNC Symbol;Acc:HGNC:37170]
ENSG00000274070	PMBCLvsCtrl	CASTOR2	cytosolic arginine sensor for mTORC1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:37073]
ENSG00000275052	PMBCLvsCtrl	PPP4R3B	protein phosphatase 4 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:29267]
ENSG00000275221	PMBCLvsCtrl	HIST1H2AK	histone cluster 1 H2A family member k [Source:HGNC Symbol;Acc:HGNC:4726]
ENSG00000277075	PMBCLvsCtrl	HIST1H2AE	histone cluster 1 H2A family member e [Source:HGNC Symbol;Acc:HGNC:4724]
ENSG00000277443	PMBCLvsCtrl	MARCKS	myristoylated alanine rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]
